32
bluePolice_0,0,0,160.125,160.25,0.5,0.5,
bluePolice_1,160.125,0,320.25,160.25,0.5,0.5,
bluePolice_2,320.25,0,480.375,160.25,0.5,0.5,
bluePolice_3,480.375,0,640.5,160.25,0.5,0.5,
bluePolice_4,640.5,0,800.625,160.25,0.5,0.5,
bluePolice_5,800.625,0,960.75,160.25,0.5,0.5,
bluePolice_6,960.75,0,1120.88,160.25,0.5,0.5,
bluePolice_7,1120.88,0,1281,160.25,0.5,0.5,
bluePolice_8,0,160.25,160.125,320.5,0.5,0.5,
bluePolice_9,160.125,160.25,320.25,320.5,0.5,0.5,
bluePolice_10,320.25,160.25,480.375,320.5,0.5,0.5,
bluePolice_11,480.375,160.25,640.5,320.5,0.5,0.5,
bluePolice_12,640.5,160.25,800.625,320.5,0.5,0.5,
bluePolice_13,800.625,160.25,960.75,320.5,0.5,0.5,
bluePolice_14,960.75,160.25,1120.88,320.5,0.5,0.5,
bluePolice_15,1120.88,160.25,1281,320.5,0.5,0.5,
bluePolice_16,0,320.5,160.125,480.75,0.5,0.5,
bluePolice_17,160.125,320.5,320.25,480.75,0.5,0.5,
bluePolice_18,320.25,320.5,480.375,480.75,0.5,0.5,
bluePolice_19,480.375,320.5,640.5,480.75,0.5,0.5,
bluePolice_20,640.5,320.5,800.625,480.75,0.5,0.5,
bluePolice_21,800.625,320.5,960.75,480.75,0.5,0.5,
bluePolice_22,960.75,320.5,1120.88,480.75,0.5,0.5,
bluePolice_23,1120.88,320.5,1281,480.75,0.5,0.5,
bluePolice_24,0,480.75,160.125,641,0.5,0.5,
bluePolice_25,160.125,480.75,320.25,641,0.5,0.5,
bluePolice_26,320.25,480.75,480.375,641,0.5,0.5,
bluePolice_27,480.375,480.75,640.5,641,0.5,0.5,
bluePolice_28,640.5,480.75,800.625,641,0.5,0.5,
bluePolice_29,800.625,480.75,960.75,641,0.5,0.5,
bluePolice_30,960.75,480.75,1120.88,641,0.5,0.5,
bluePolice_31,1120.88,480.75,1281,641,0.5,0.5,
