30
2_Car_0,0,0,116.833,117,0.5,0.5,
2_Car_1,116.833,0,233.667,117,0.5,0.5,
2_Car_2,233.667,0,350.5,117,0.5,0.5,
2_Car_3,350.5,0,467.333,117,0.5,0.5,
2_Car_4,467.333,0,584.167,117,0.5,0.5,
2_Car_5,584.167,0,701,117,0.5,0.5,
2_Car_6,0,117,116.833,234,0.5,0.5,
2_Car_7,116.833,117,233.667,234,0.5,0.5,
2_Car_8,233.667,117,350.5,234,0.5,0.5,
2_Car_9,350.5,117,467.333,234,0.5,0.5,
2_Car_10,467.333,117,584.167,234,0.5,0.5,
2_Car_11,584.167,117,701,234,0.5,0.5,
2_Car_12,0,234,116.833,351,0.5,0.5,
2_Car_13,116.833,234,233.667,351,0.5,0.5,
2_Car_14,233.667,234,350.5,351,0.5,0.5,
2_Car_15,350.5,234,467.333,351,0.5,0.5,
2_Car_16,467.333,234,584.167,351,0.5,0.5,
2_Car_17,584.167,234,701,351,0.5,0.5,
2_Car_18,0,351,116.833,468,0.5,0.5,
2_Car_19,116.833,351,233.667,468,0.5,0.5,
2_Car_20,233.667,351,350.5,468,0.5,0.5,
2_Car_21,350.5,351,467.333,468,0.5,0.5,
2_Car_22,467.333,351,584.167,468,0.5,0.5,
2_Car_23,584.167,351,701,468,0.5,0.5,
2_Car_24,0,468,116.833,585,0.5,0.5,
2_Car_25,116.833,468,233.667,585,0.5,0.5,
2_Car_26,233.667,468,350.5,585,0.5,0.5,
2_Car_27,350.5,468,467.333,585,0.5,0.5,
2_Car_28,467.333,468,584.167,585,0.5,0.5,
2_Car_29,584.167,468,701,585,0.5,0.5,
