34
truck_0,0,0,140,88,0.5,0.5,
truck_1,140,0,280,88,0.5,0.5,
truck_2,280,0,420,88,0.5,0.5,
truck_3,420,0,560,88,0.5,0.5,
truck_4,560,0,700,88,0.5,0.5,
truck_5,0,88,140,176,0.5,0.5,
truck_6,140,88,280,176,0.5,0.5,
truck_7,280,88,420,176,0.5,0.5,
truck_8,420,88,560,176,0.5,0.5,
truck_9,560,88,700,176,0.5,0.5,
truck_10,0,176,140,264,0.5,0.5,
truck_11,140,176,280,264,0.5,0.5,
truck_12,280,176,420,264,0.5,0.5,
truck_13,420,176,560,264,0.5,0.5,
truck_14,560,176,700,264,0.5,0.5,
truck_15,0,264,140,352,0.5,0.5,
truck_16,140,264,280,352,0.5,0.5,
truck_17,280,264,420,352,0.5,0.5,
truck_18,420,264,560,352,0.5,0.5,
truck_19,560,264,700,352,0.5,0.5,
truck_20,0,352,140,440,0.5,0.5,
truck_21,140,352,280,440,0.5,0.5,
truck_22,280,352,420,440,0.5,0.5,
truck_23,420,352,560,440,0.5,0.5,
truck_24,560,352,700,440,0.5,0.5,
truck_25,0,440,140,528,0.5,0.5,
truck_26,140,440,280,528,0.5,0.5,
truck_27,280,440,420,528,0.5,0.5,
truck_28,420,440,560,528,0.5,0.5,
truck_29,560,440,700,528,0.5,0.5,
truck_30,0,528,140,616,0.5,0.5,
truck_31,140,528,280,616,0.5,0.5,
truck_32,280,528,420,616,0.5,0.5,
truck_33,420,528,560,616,0.5,0.5,
