30
3_Car_0,0,0,116.833,116.8,0.5,0.5,
3_Car_1,116.833,0,233.667,116.8,0.5,0.5,
3_Car_2,233.667,0,350.5,116.8,0.5,0.5,
3_Car_3,350.5,0,467.333,116.8,0.5,0.5,
3_Car_4,467.333,0,584.167,116.8,0.5,0.5,
3_Car_5,584.167,0,701,116.8,0.5,0.5,
3_Car_6,0,116.8,116.833,233.6,0.5,0.5,
3_Car_7,116.833,116.8,233.667,233.6,0.5,0.5,
3_Car_8,233.667,116.8,350.5,233.6,0.5,0.5,
3_Car_9,350.5,116.8,467.333,233.6,0.5,0.5,
3_Car_10,467.333,116.8,584.167,233.6,0.5,0.5,
3_Car_11,584.167,116.8,701,233.6,0.5,0.5,
3_Car_12,0,233.6,116.833,350.4,0.5,0.5,
3_Car_13,116.833,233.6,233.667,350.4,0.5,0.5,
3_Car_14,233.667,233.6,350.5,350.4,0.5,0.5,
3_Car_15,350.5,233.6,467.333,350.4,0.5,0.5,
3_Car_16,467.333,233.6,584.167,350.4,0.5,0.5,
3_Car_17,584.167,233.6,701,350.4,0.5,0.5,
3_Car_18,0,350.4,116.833,467.2,0.5,0.5,
3_Car_19,116.833,350.4,233.667,467.2,0.5,0.5,
3_Car_20,233.667,350.4,350.5,467.2,0.5,0.5,
3_Car_21,350.5,350.4,467.333,467.2,0.5,0.5,
3_Car_22,467.333,350.4,584.167,467.2,0.5,0.5,
3_Car_23,584.167,350.4,701,467.2,0.5,0.5,
3_Car_24,0,467.2,116.833,584,0.5,0.5,
3_Car_25,116.833,467.2,233.667,584,0.5,0.5,
3_Car_26,233.667,467.2,350.5,584,0.5,0.5,
3_Car_27,350.5,467.2,467.333,584,0.5,0.5,
3_Car_28,467.333,467.2,584.167,584,0.5,0.5,
3_Car_29,584.167,467.2,701,584,0.5,0.5,
