32
Truck_0,0,0,190.125,190.25,0.5,0.5,
Truck_1,190.125,0,380.25,190.25,0.5,0.5,
Truck_2,380.25,0,570.375,190.25,0.5,0.5,
Truck_3,570.375,0,760.5,190.25,0.5,0.5,
Truck_4,760.5,0,950.625,190.25,0.5,0.5,
Truck_5,950.625,0,1140.75,190.25,0.5,0.5,
Truck_6,1140.75,0,1330.88,190.25,0.5,0.5,
Truck_7,1330.88,0,1521,190.25,0.5,0.5,
Truck_8,0,190.25,190.125,380.5,0.5,0.5,
Truck_9,190.125,190.25,380.25,380.5,0.5,0.5,
Truck_10,380.25,190.25,570.375,380.5,0.5,0.5,
Truck_11,570.375,190.25,760.5,380.5,0.5,0.5,
Truck_12,760.5,190.25,950.625,380.5,0.5,0.5,
Truck_13,950.625,190.25,1140.75,380.5,0.5,0.5,
Truck_14,1140.75,190.25,1330.88,380.5,0.5,0.5,
Truck_15,1330.88,190.25,1521,380.5,0.5,0.5,
Truck_16,0,380.5,190.125,570.75,0.5,0.5,
Truck_17,190.125,380.5,380.25,570.75,0.5,0.5,
Truck_18,380.25,380.5,570.375,570.75,0.5,0.5,
Truck_19,570.375,380.5,760.5,570.75,0.5,0.5,
Truck_20,760.5,380.5,950.625,570.75,0.5,0.5,
Truck_21,950.625,380.5,1140.75,570.75,0.5,0.5,
Truck_22,1140.75,380.5,1330.88,570.75,0.5,0.5,
Truck_23,1330.88,380.5,1521,570.75,0.5,0.5,
Truck_24,0,570.75,190.125,761,0.5,0.5,
Truck_25,190.125,570.75,380.25,761,0.5,0.5,
Truck_26,380.25,570.75,570.375,761,0.5,0.5,
Truck_27,570.375,570.75,760.5,761,0.5,0.5,
Truck_28,760.5,570.75,950.625,761,0.5,0.5,
Truck_29,950.625,570.75,1140.75,761,0.5,0.5,
Truck_30,1140.75,570.75,1330.88,761,0.5,0.5,
Truck_31,1330.88,570.75,1521,761,0.5,0.5,
